Force,Position,date
361.38800000000003,354.88199999999995,Mon Jul 21 2014 01:24:00 GMT-0400 (EDT)
41.582,64.41,Mon Jul 21 2014 02:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 03:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 04:24:00 GMT-0400 (EDT)
108.681,116.979,Mon Jul 21 2014 05:24:00 GMT-0400 (EDT)
99.68199999999999,114.71199999999999,Mon Jul 21 2014 06:24:00 GMT-0400 (EDT)
148.296,172.15300000000002,Mon Jul 21 2014 07:24:00 GMT-0400 (EDT)
410.65299999999996,463.101,Mon Jul 21 2014 08:24:00 GMT-0400 (EDT)
212.243,229.80700000000002,Mon Jul 21 2014 09:24:00 GMT-0400 (EDT)
157.95700000000002,176.185,Mon Jul 21 2014 10:24:00 GMT-0400 (EDT)
240.64000000000001,291.22200000000004,Mon Jul 21 2014 11:24:00 GMT-0400 (EDT)
93.81700000000001,113.45,Mon Jul 21 2014 12:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 13:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 14:24:00 GMT-0400 (EDT)
127.301,166.549,Mon Jul 21 2014 15:24:00 GMT-0400 (EDT)
31.149,54.852999999999994,Mon Jul 21 2014 16:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 17:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 18:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 19:24:00 GMT-0400 (EDT)
64.187,105.09299999999999,Mon Jul 21 2014 20:24:00 GMT-0400 (EDT)
44.232,54.241,Mon Jul 21 2014 21:24:00 GMT-0400 (EDT)
283.19899999999996,367.265,Mon Jul 21 2014 22:24:00 GMT-0400 (EDT)
0,0,Mon Jul 21 2014 23:24:00 GMT-0400 (EDT)
205.13600000000002,278.541,Tue Jul 22 2014 00:24:00 GMT-0400 (EDT)
27.877,59.124,Tue Jul 22 2014 01:24:00 GMT-0400 (EDT)
0,0,Tue Jul 22 2014 02:24:00 GMT-0400 (EDT)
23.444,47.409,Tue Jul 22 2014 03:24:00 GMT-0400 (EDT)
178.16199999999998,268.512,Tue Jul 22 2014 04:24:00 GMT-0400 (EDT)
